Produktnummer;Produktname;Lagerkürzel;Lagerplatz;Standardlagerplatz;Bestand
103018;Abdeckkappe für Stoßdämpfer vorne Passat 32B OE Ref. 811412375;HL;;no;0
103019;Tankdeckel für Scirocco 2 und Passat 32B mit zwei Schlüsseln OE Ref. 443201551S;HL;N-05-1-1-1;yes;0
103020;Wasserabweiser, Abdeckung Wasserkasten, Polo 2, OE Ref. 867819415;HL;2-G3-1101;yes;1
103021;Abdeckung für Domlager, vorne, Golf 2 &Co, OE Ref. 1H0412359;HL;M-05-4-1;yes;11
103022;Kennzeichenleuchte inkl. Lampenträger, Golf 1, Scirocco 2, Jetta 1, T3 OE Ref. 481943021A;HL;;no;0
103023;Flachstecker /  Hülse 6,3 x 0,8 mm für 1.5-2.5 mm Kabel;HL;2-N5-203-5;yes;76
103024;Dichtring für Ölablasschraube 14X20X1,5mm Golf &CO OE Ref. N0138492;HL;2-M1-501-1;yes;10
103029;Tülle für Kabelführung 33,5/6mm Golf 1 &Co Passat, T3, T4, OE Ref. 171971905B;HL;2-N11-702-5;yes;88
103030;VW-Zeichen in Chrom, Heckklappe bzw. Heckabschlussblech, Polo & Corrado, OE Ref. 357853601;HL;2-N3-505-2;yes;2
103032;Kabeldurchführung, Tülle für Heckklappe Rechts T3 OE Ref. 251971840;HL;2-N7-603-4;yes;3
103033;Ventildeckeldichtung bis 1,3L Hubraum Kork Golf, Polo und Passat OE Ref. 052103483E;HL;2-M5-601;yes;3
103034;"Schriftzug ""Volkswagen"", hinten, in satinschwarz, OE Ref. 321853685C 01C";HL;2-N5-502-3;yes;1
103035;"Schriftzug, Emblem ""Golf CL"" für Golf 2 bis Bj. 7/87 OE Ref. 191853687A";HL;;no;0
103037;Gummimetall-Lager für Luftfilterkasten Golf &Co 1,5L und 1,6L Hubraum OE Ref. 443121273E;HL;2-M3-102-3;yes;5
103038;Anschlagpuffer für Blattfeder hinten Caddy 14D OE Ref. 179511353;HL;;no;0
103039;Schalter, Rückwärtsgang, Golf 2 G60, OE Ref. 02A945413B;HL;2-N1-301-4;yes;1
103040;Schraube für Federbein unten Golf 2 &Co OE Ref. N0195512;HL;2-K6-304-2;yes;22
103041;Schraube zur Sturzeinstellung am Federbein Golf 2 &Co OE Ref. N10174002;HL;2-K6-305-1;yes;16
103042;Mutter zur Federbein Montage, vorne, Golf 2 & Co, OE Ref. N90323704;HL;2-K6-305-2;yes;1
103043;Satz Sturzeinstellschrauben für ein Federbein, Golf 2 &Co, OE Ref. N10174002;HL;;no;0
103047;Schlauch Kurbelwellen Entlüftung Golf 2 G60 OE Ref. 037103493L;HL;M-04-1-4-3;yes;0
103049;Buchse, Aufnahme Gaszug am Gaspedal, OE Ref. 431721559;HL;2-N13-604-1;yes;18
103050;Clip, Spreizmutter für Spoiler Golf 2 & Co, OE Ref. N90206501;HL;;no;0
103051;Relais, Steuergerät für Kühlmittelstand, Golf &Co, Passat & T3 Bus, OE Ref. 191919376A;HL;2-N3-202-4;yes;0
103052;Tankbänder / Tankband, Halteband für Tank, Komplettkit, Golf 2 &Co, OE Ref. 1H0201653F und 1H0201654;HL;3-F10-301;yes;8
103053;Dichtung für Hosenrohr Golf 2 Scirocco GTI 8v 16v und G60 und T4 Bus OE Ref. 533253115C;HL;2-M3-402-1;yes;2
103054;Führungsbuchse, Schaltwelle in Getriebe, 5-Gang, Golf &Co bis 1,3L, Polo 86C, OE Ref. 001301209;HL;2-N5-601-3;yes;5
103055;"Schriftzug, Emblem ""Golf"", Golf 2 bis Bj. 07/87 & Golf 1 Cabrio bis Bj. 92, OE Ref. 191853687F GX2";HL;2-N3-504-2;yes;4
103056;Verbindungsmuffe, schwarz, zw. Aussenschachtdichtung und Fensterführung Golf 1 OE Ref. 171837483;HL;;no;0
103057;Querträger, Seitenteil links, Golf 1 &Co, Scirocco 53b, OE Ref. 171803193B;HL;;no;0
103058;Bodenblech komplett, rechts, Golf 1 &Co OE Ref. 171803208;HL;3-H5-203;yes;3
103059;Bodenblech komplett, links Golf 1 &Co OE Ref. 171803207;HL;3-H5-202;yes;4
103061;Hauptbremszylinder 20,64mm Golf 1 &Co, Polo und Passat OE Ref. 171611019;HL;3-A9-407;yes;2
103062;Reparaturblech für Heckklappe aussen T3 ab Bj. 08/83 OE Ref. 251829105;HL;3-H3-506;yes;2
103063;Stoßstangenhalter Rechts oder Links Jetta, Golf & Co, Passat 32b, OE Ref. 171807113B;HL;3-F8-701;yes;2
103064;Flachrundschraube M8X15 mm für Stoßstangenhalter, Golf 1 &Co, OE Ref. 113707191C;HL;2-O3-701-6;yes;65
103065;Clip, Klammer für Haubenzug oder Spritzwasserschlauch, Golf 2 &Co, OE Ref. 191823567;HL;2-N7-703-5;yes;0
103066;Stopfen Seitenverkleidung im Kofferraum, satinschwarz, Golf 2 &Co und T4, OE Ref. 191867199  01C;HL;2-N15-603-6;yes;60
103067;Halteclip für Zugstange in der Tür Golf 2 &Co und Passat 321837199;HL;R24-040-03;yes;4
103069;Abdeckkappe, Blindstopfen 32/40 mm Golf &Co T3, OE Ref. 311867235 01C;HL;R24-040-04;yes;4
103070;Gelenkstück, Gegenstück für Scheinwerfer Einstellschraube, Golf 2 &Co, OE Ref. 191941142;HL;2-N7-704-5;yes;9
103071;Clip für Doppelscheinwerfergrill Golf 2 und Polo OE Ref. 871853393;HL;M-06-5-4-3;yes;9
103072;Mutter für Lenkrad M16x1,5 Golf &Co Polo Passat und T3 OE Ref. N01116415;HL;2-O5-603-6;yes;29
103073;Federscheibe für Lenkrad M16 Golf &Co Polo Passat und T3 OE Ref. N0122385;HL;2-O3-605-4;yes;7
103074;Stützring für Lenksäule oben, Golf 2 &Co, Passat, Corrado OE Ref. 811419341D;HL;;no;0
103075;Linsensenkkopfschraube für Türscharnier hinten Golf 1 &Co OE-Ref. N 0214062;HL;2-O1-701-6;yes;14
103076;Reparaturblech, Innenschweller links, 2-Türer, Golf 1 &Co, OE Ref. 171803405;HL;3-H3-501;yes;2
103077;Reparaturblech, Innenschweller rechts, 2-Türer, Golf 1 &Co, OE Ref. 171803406;HL;3-H3-502;yes;2
103078;Reparaturblech, Tür Unterkante links, 2-Türer, Golf 1 & Cabrio;HL;3-H4-208;yes;2
103079;Reparaturblech, Tür Unterkante rechts, 2-Türer, Golf 1 & Cabrio;HL;3-H4-207;yes;2
103080;Frontblech untere Hälfte, Golf 1 &Co OE Ref. 171805595G;HL;3-H3-106;yes;2
103081;Federteller Vorderachse oben für Golf 1 &Co bis Bj. 07/79 OE Ref. 171412341;HL;R24-043-04;yes;4
103082;Stehbolzen M10X40mm u.a für Spannrolle vom Zahnriemen OE Ref. N  90296401;HL;2-M5-405-6;yes;3
103083;Federscheibe M10 u.a für Spannrolle vom Zahnriemen OE Ref. N0122314;HL;2-M3-301-5;yes;68
103084;Sechskantmutter M10 u.a für Spannrolle vom Zahnriemen OE Ref. N0111337;HL;2-M3-301-4;yes;5
103085;Verbindungsblech, D-Säule, unten, rechts T3 OE Ref. 251813362;HL;3-F4-704;yes;0
103086;Verbindungsblech, D-Säule, unten, links T3 OE Ref. 251813361;HL;3-F8-804;yes;2
103087;Stoßstange vorne, schwarz, T3 Bus, OE Ref. 251807111C;HL;3-H5-403;yes;3
103089;Frontblech Unterteil,  Anschlussblech Golf 2 & Co Bj. 84-92, OE Ref. 191805595B;HL;3-H1-204;yes;3
103090;Blende für Kühlergrill unten Golf 2  Bj. 84-92 OE Ref. 191853661;HL;3-H3-212;yes;2
103091;Reparaturblech Endspitze, Anschlussblech, unten links Golf 2, OE Ref. 191809615;HL;3-F2-302;yes;4
103092;Reparaturblech Endspitze, Anschlussblech unten Rechts Golf 2  Bj. 84-92 OE Ref. 191809616;HL;3-F2-301;yes;5
103093;Reparaturblech für Radlauf hinten links, Golf 2, 2-Türer, BJ84-92, OE Ref. 191809833;HL;3-H6-308;yes;1
103094;Pleuelschraube Golf & Co 1,6-1,8L Benziner OE. Ref. 048105425;HL;2-M3-304-1;yes;32
103095;Pleuelmutter Golf &Co Benziner 1,6-1,8L Hubraum OE. Ref. 048105427;HL;2-M5-405-1;yes;22
103096;Stopfen 5x1x11 mm für Hohlraumöffnung, Radlauf hinten, T3, OE Ref. N0200271;HL;R24-067-06;yes;14
103097;Gummilager, Befestigung Luftmassenmesser bzw. Luftfilterkasten, Golf & Co, OE. Ref. 055129669;HL;2-O5-304-2;yes;27
103099;Thermoschalter für Lambda Regelung, Golf & Co, OE Ref. 027919369B;HL;2-N5-201-4;yes;3
103100;Karosserie Stopfen, oval, 17x32 mm, T3, OE Ref. 251899185 01C;HL;R24-156-08;yes;13
103101;Rückwandblech für Radkasten zur Aufnahme vom Tank Ausgleichsbehälter, Links, T3, OE Ref. 251801243;HL;3-F8-602;yes;1
103102;Rückwandblech für Radkasten, zur Aufnahme vom Tank Ausgleichsbehälter, rechts, T3, OE Ref. 251801244;HL;3-F8-601;yes;0
103104;Reparaturblech, Laufschiene für Schiebetür, rechts unten, T3 OE Ref. 251803622B;HL;3-H4-203;yes;1
103105;Reparaturblech, Außenschweller mit Aufnahme für Schiebetürdichtung, T3 OE Ref. 251803622B;HL;3-H2-206;yes;3
103106;Stopfen Außenschweller der Schiebetüraufnahme T3 OE Ref. 111831449;HL;M-06-2-3-3;yes;3
103108;Fensterschachtdichtung, außen, mit Nut für Zierleiste, Golf 1 Cabrio ab 08/89, OE Ref. 155837474C;HL;2-G1-801;yes;8
103110;Stoßstange vorne, schwarz mit Chrom, schmale Variante, Golf 2 &Co, OE Ref. 191807103;HL;RL12-19;yes;0
103111;Stoßstange vorne, GTI mit Zierleiste, schmale Variante, Golf 2 & Co, OE Ref. 191107103C;HL;3-J4-201;yes;1
103112;Stoßstange Hinten, schwarz mit Chrom, schmale Variante, Golf 2& Co, OE Ref. 191107101B;HL;RL12-03;yes;1
103113;Stoßstange hinten, GTI mit Zierleiste, schmale Variante, Golf 2 &Co, OE Ref. 191107101F;HL;3-J4-201;yes;2
103114;Clip, Halter für Bremsleitung, Hinterachse, T3, OE Ref. 291611767;HL;2-N7-404-3;yes;26
103116;Hauptbremszylinder, T3, OE Ref. 251611021C;HL;3-A9-405;yes;2
103120;Axialgelenk, Antriebwelle außen, Golf  & CO, OE Ref. 171498099A;HL;2-L2-206;yes;1
103121;Dachrahmendichtung, Verdeckgestell rechts vorne, Golf 1 Cabrio OE Ref. 155871374B;HL;M-05-4-3;yes;2
103122;Zierleiste A-Säule, links, schwarz, Golf Cabrio, OE Ref. 155853705A;HL;;no;0
103123;Zierleiste A-Säule, rechts, schwarz, Golf 1 Cabrio, OE Ref. 155853706A;HL;;no;0
103124;Zug Absperrklappen, Heizung, Golf 1 & Co, OE Ref. 171819831F;HL;L-14-5-3-1;yes;0
103126;Tür, Steg, Dreiecksscheibe, rechts, Golf 2, OE.Ref. 191837410;HL;2-K5-405;yes;1
103128;"Schriftzug ""Volkswagen"", hinten, in Schwarz, OE Ref. 321853685C MY8";HL;2-N3-505-1;yes;2
103129;Kühler, integrierter Ausgleichsbehälter, Golf 1, Jetta 1, 1,1/1,3 L bis 2/83, OE. Ref. 171121253BC;HL;;no;0
103130;Schriftzug VOLKSWAGEN für Passat 32B OE Ref. 325853685;HL;2-N5-302-1;yes;30
103131;Drosselklappensteller für 2EE Vergaser Golf 2& Co und Passat OE Ref. 050129082A;HL;;no;0
103132;Sechskantschraube M10x135mm für Hinterachsträger, Golf 2 Country  OE Ref. N0403112;HL;2-O1-804-3;yes;4
103133;Sechskantschraube M12X1,5X192mm Golf 2 Country , Hinterachsträger OE Ref. N10208301;HL;2-O1-804-4;yes;2
103134;Dichtring (O-Ring), Verschlussdeckel 63,5X5mm am Motorblock, T3 & Golf 2 OE Ref.  N90250201;HL;2-M1-304-2;yes;2
103136;Abdeckkappe für Kantenschutz am Einstieg T3 OE Ref. 255867303 01C;HL;;no;0
103137;Heckscheibendichtung Jetta 1, mit Nut für Zierleiste, OE Ref. 161845521A;HL;;no;0
103138;Dichtung, Wellendichtring für Ladedruckanreicherung T3 Golf Passat Turbodiesel OE Ref. 068130684A;HL;2-M3-401-5;yes;3
103139;Kupplungsdruckrohr, Kupplungsleitung mitte T3 OE Ref. 251721471B;HL;L-18-15;yes;0
103140;Kupplungsschlauch, hinten, Länge 615 mm, T3, OE Ref. 251721477J;HL;N-15-0-4;yes;2
103141;Nehmerzylinder für Kupplung, T3 Bus, OE Ref. 251721263;HL;N-09-0-4-4;yes;1
103143;Bremssattel Set hinten, links und rechts für Scheibenbremse, Golf &Co Passat OE Ref. 535615423,53561;HL;;no;0
103144;Lenkmanschette links, für mechanisches Lenkgetriebe, Golf 1 &Co OE Ref. 171419831B;HL;2-J2-602;yes;2
103145;Lenkmanschette rechts, für mechanisches Lenkgetriebe Golf 1 &Co OE Ref. 171419832C;HL;2-J2-601;yes;5
103146;Entlüfterventil, Kühlwasserschlauchverbindung T3 1,9L Schalter ab Bj. 04/1983, OE Ref. 025121082;HL;N-01-3-4-3;yes;1
103147;Kühlwasserschlauch unten am Kühler Rücklauf  T3 1,9L und Diesel bis Bj. 12/84 OE Ref. 251121083G;HL;2-I3-403;yes;2
103148;Tank, Entlüftungsschlauch, Golf 1 &Co, bis Bj. 07/1983, OE Ref. 171201153G;HL;M-05-6-4;yes;5
103150;"Zylinderkopfdichtung ""3 Loch"", T3, 1,6L Diesel und Turbodiesel, OE Ref. 068103383FG";HL;2-M1-708;yes;1
103151;Elring Zylinderkopfschraubensatz M12X1,75 Golf &Co und T3 Diesel Turbodiesel OE Ref. 068103384A;HL;2-M5-201;yes;3
103152;Tachowelle Golf 1 &Co ab Bj. 08/1981 und 1,5L Hubraum OE Ref. 533957803;HL;;no;0
103153;Radlauf, Reparaturblech, hinten rechts, 2-Türer, Golf 2, Bj. 82-94;HL;3-H6-307;yes;0
103156;Schraube für Traggelenk, M8x26, Golf 2 & Co, OE Ref. N10127707;HL;2-O1-803-6;yes;16
103157;Sicherungsblech für Traggelenk Golf 2 & Co, OE.Ref. 191407175;HL;2-O1-804-2;yes;3
103158;Sensor für Kühlmitteltemperatur, Golf & Co mit Alukühlwasserflansch, OE Ref. 026906161;HL;2-N5-201-2;yes;2
103159;Sensor für Kühlwasser, Thermoschalter 55/ 65°C M10X1 2-polig weiss Golf &Co OE Ref. 035919369C;HL;2-N5-201-3;yes;1
103160;Dichtring, Unterdruckanschluss Bremskraftverstärker, Golf  & Co, OE Ref. 861612175;HL;2-N7-405-2;yes;5
103161;Hitzeschutzblech für Schaltgestänge, Golf 2 & Co, OE Ref. 191711081;HL;;no;0
103162;Reparaturblech für Heckklappe aussen T3 bis Bj. 07/83 OE Ref. 251829105;HL;3-H3-403;yes;3
103163;Abdeckblech für Rohrrahmen, , Rechts hinten, Golf Country, OE Ref. 193199074A;HL;3-F4-401;yes;1
103164;Abdeckblech für Rohrrahmen, Golf Country, links hinten, OE Ref. 193199073A;HL;3-F4-501;yes;1
103165;"Emblem, Schriftzug Heck ""Golf GTI"", Chrom, Golf 2 & CO bis 07/87 OE Ref. 191853687C GX2";HL;2-N3-502-2;yes;1
103166;Klammer für Heizungskasten, Innenraumgebläse, Golf 1, T3 & T4 Bus, OE Ref. 321819059;HL;2-N11-505-3;yes;26
103167;Stellelement, Drosselklappe, Drosselklappensteller Golf 2 &Co, Polo OE Ref. 051133031;HL;2-N1-303-2;yes;3
103168;Steckergehäuse 2-Polig Golf &Co OE Ref. 037906240;HL;2-N3-203-3;yes;12
103169;Dichtung für Steckergehäuse Golf &Co OE Ref. 1J0972741A;HL;2-N3-203-4;yes;32
103170;Steckergehäuse, 2-Polig, Golf &Co, OE Ref. 443906232;HL;2-N5-201-5;yes;5
103171;Tülle, Dichtung für Steckergehäuse 2-Polig Golf &Co OE Ref. 810972525;HL;2-N3-201-2;yes;4
103172;Reparaturblech Ecke hinten rechts, unterer Teil, Höhe ca. 75cm, T3 OE Ref. 251813368A;HL;3-H4-301;yes;3
103173;Reparaturblech Ecke hinten links, unterer Teil, Höhe ca.75cm, T3 OE Ref. 251813367A;HL;3-H4-302;yes;3
103174;Reparaturblech Scheibenrahmen, Frontblech oben, kleine Ausführung, T3, OE Ref. 251805035;HL;3-H3-503;yes;2
103175;Reparaturblech, Frontscheibenrahmen, unterer Teil, Golf 2 &Co, OE Ref. 191817115;HL;3-H1-203;yes;2
103176;Reparaturblech, Heckblech, unterer Teil, Golf 2;HL;3-H3-409;yes;1
103177;Längsträger, Achsaufnahme, hinten links, Golf 2 &Co;HL;3-F6-302;yes;2
103178;Längsträger, Achsaufnahme, hinten rechts, Golf 2 &Co;HL;3-F6-301;yes;3
103179;Reparaturblech für Radlauf, 4-Türer, hinten links, Golf 2, OE Ref. 193809833;HL;3-H6-304;yes;2
103180;Reparaturblech für Radlauf, 4-Türer, hinten rechts, Golf 2, OE Ref. 193809834;HL;3-H6-303;yes;2
103181;Reparaturblech für Einfüllstutzen, Tanklochblech, Golf 2 &Co, OE Ref. 191809870A;HL;3-F2-501;yes;7
103182;Außenschweller, Einstiegsblech, 4-Türer, links, Passat 32B, OE Ref. 323809675;HL;3-H3-602;yes;3
103183;Außenschweller, Einstiegsblech, 4-Türer, rechts, Passat 32B, OE Ref. 323809676;HL;3-H3-603;yes;3
103184;Reparaturblech, Heckblech, unterer Teil, Passat 32B Variant;HL;;no;0
103185;Reparaturblech, Radlauf, hinten links, Passat 32B, 4-Türer, OE Ref. 323809833;HL;3-H2-302;yes;3
103186;Reparaturblech, Radlauf, hinten rechts, Passat 32B Variant, OE Ref. 323809834;HL;3-H2-301;yes;4
103187;Seitenwand, Eckblech, hinten links, Passat 32B Variant, OE Ref. 331809615A;HL;3-F4-601;yes;2
103188;Seitenwand, Eckblech, hinten rechts, Passat 32B Variant  OE Ref. 331809616A;HL;3-F2-602;yes;2
103189;Dichtung, Kühlmittelflansch am Kopf, T3 1,9/2,1 WBX, OE. Ref. N 901 288 02;HL;2-M3-502-3;yes;3
103190;Gelenksatz für Antriebswelle, innen, 94mm, Golf &Co, OE Ref. 171498103;HL;2-L4-506;yes;2
103191;Staubkappe, Zündverteiler, Golf &Co, T3, OE. Ref. 037905241;HL;;no;0
103192;Halter für Bremsschlauch vorne, Golf 2 & Co, OE Ref. 191611751;HL;2-N9-402-1;yes;37
103193;Stopfen, Verschlusskappe Ankerplatte Trommelbremse hinten Golf &Co OE Ref. 171609163;HL;2-N7-402-1;yes;17
103194;Verdeckschlaufe für Verdeckhülle in Schwarz Golf 1 Cabrio OE Ref. 155871893C A25;HL;N-03-4-3-1;yes;4
103195;Vergaser Austauschkit, WEBER statt Pierburg 2E, Golf &Co, 1.6l mit Schaltgetriebe;HL;3-B3-403;yes;5
103196;Vergaser Austauschkit, WEBER statt Pierburg 2E2, Golf &Co, 1.8 Liter mit Schaltgetriebe;HL;3-B3-404;yes;5
103199;Keilriemen - Satz für Golf &Co mit Servolenkung 1,8L Hubraum OE Ref. 023145271A,028145271K;HL;;no;0
103200;Reparaturblech, Federauflage, Querlenker hinten, links/rechts T3 OE Ref. 251501401;HL;R24-149-02;yes;2
103201;Verbindungsrohr, zw. Luftfilter und Turbolader MKB JX T3 OE Ref. 068129630D;HL;2-K5-306;yes;1
103202;Tülle, Gummi für Zahnriemen Schutz 1,5-1,8L bis Bj, 07/87 Golf & Co OE Ref. 056129669B;HL;2-M3-301-1;yes;6
103203;Kühlwasserschlauchsatz, Motorraum, T3 Turbodiesel MKB JX, OE Ref. 068121101H,068121081C;HL;;no;0
103204;Kühlwasserschlauch von Wasserpumpe zu Ölkühler und Kühler, T3 Diesel, OE Ref. 068121073G;HL;2-I1-201;yes;4
103205;Kühlwasserschlauchsatz Motorraum T3 1,7L Diesel MKB KY/CS;HL;;no;0
103206;Handbremsseil, vorderer Teil, 1594 mm,  Polo 86C, OE Ref. 867609721;HL;2-J1-106;yes;1
103207;Warnblinkrelais, Blinkgeber Golf &Co Passat und T3 OE Ref. 191953227A;HL;2-N3-202-3;yes;3
103208;Montagesatz für Zugstrebe Vorderachse, rechts bzw. links, T3 OE Ref. 251407059A;HL;;no;0
103209;Montagesatz für Querlenker vorne oben, T3 OE Ref. 251407053A,251407047B;HL;R24-077-02;yes;0
103210;Gummimetall - Lager inkl. Montagematerial für Querlenker unten, T3, OE Ref. 251407183,  N0101675;HL;;no;0
103211;Tellerfeder, Unterlagscheibe für Schließbolzen Golf &Co OE Ref. 823837057A;HL;2-L2-402-3;yes;7
103212;Kunstoff- Unterlagscheibe für Schließbolzen, Golf &Co, OE Ref. N90338501;HL;2-L2-402-4;yes;12
103213;Hallgeber, Impulsgeber, MKB KR, PL, 2H, Golf & Co ab Bj. 08/87 OE Ref. 030905065;HL;2-L7-403-3;yes;2
103215;Dichtring für Schiebetürgriff T3 OE Ref. 211843731;HL;;no;0
103216;Thermostat mit Dichtung, 87 Grad, T3 1,9L-2,1L, OE Ref. 025121113F;HL;2-I5-402-1;yes;2
103217;Dichtring 26X3mm für Thermostatgehäuse T3 OE Ref. N90278101;HL;2-M3-301-3;yes;0
103218;Deckel, Rohrstutzen für Thermostatgehäuse T3 1,9-2,1L ab Bj. 08/85 OE Ref. 025121114;HL;M-05-0-5;yes;2
103219;Dichtung für Stahlschiebedach T3 Länge 4293mm OE Ref. 253877223;HL;2-G9-704;yes;1
103220;Gaszug, T3, MKB DG, OE Ref. 251721555R;HL;M-13-03;yes;1
103221;Zugstrebe vorne Links T3 mit Blech Querlenker bis Bj. 07/84 OE Ref. 251407059;HL;3-F7-505;yes;1
103222;Zugstrebe, vorne rechts, T3 mit Blech-Querlenker bis Bj. 07/84 OE Ref. 251407060;HL;3-F7-506;yes;0
103223;Vorwiderstand für Gebläsemotor Polo, T3 und T4, OE Ref. 867959131;HL;2-N7-801-5;yes;1
103224;Relais Kraftstoffpumpe, Golf 1 & Co, EG Motor, OE. Ref. 321906059C;HL;;no;0
103226;Nadellager für Schwungscheibe T3 Diesel, Passat 32b, OE Ref. 056105313C;HL;R24-089-05;yes;2
103227;Schwungscheibe für Kurbelwelle, T3 1,6L Diesel und Turbodiesel, OE Ref. 068105269A;HL;3-A3-503;yes;2
103228;Schwungrad für Kurbelwelle, T3 1,9-2,1L Benziner ab Bj. 08/82, OE Ref. 025105271;HL;3-A5-502;yes;0
103229;Ölentlüfter, Entlüftung Kurbelgehäuse, T3 1,9-2,1L Benziner ab Bj. 08/82 OE Ref. 025115451;HL;N-01-3-5-3;yes;1
103230;Gummilager für Lenkgetriebe, T3, OE Ref. 251419081;HL;R24-084-01;yes;6
103231;Rückstellring mit Schleifring, 165 mm, Golf 1, T3 und T4, OE Ref. 321419661A;HL;2-N3-202-5;yes;3
103232;Ölfilter für T3 Benziner, OE Ref. 070115561;HL;2-L1-604;yes;2
103233;Leiste, Klemmleiste für Ventildeckel Golf &Co Passat T3 OE Ref. 056103591;HL;N-01-5-2-1;yes;1
103234;Klammer, Feder, Federklammer für Zahnriemenabdeckung Golf &Co T3 OE Ref. 069109150;HL;R24-106-07;yes;11
103235;Buchse, Lager für Hebel vom Kaltstartbeschleuniger Golf &Co T3 Diesel OE Ref. 068130337;HL;;no;0
103236;Buchse, Lager für Zug vom Kaltstartbeschleuniger Golf &Co T3 Diesel OE Ref. 171711512;HL;R24-087-09;yes;3
103237;Buchse, Lager zur Aufnahme der Einspritzpumpe Golf &Co T3 Diesel OE Ref. 068130199;HL;;no;0
103238;Kegelmutter zur Aufnahme der Einspritzpumpe, Golf &Co T3 Diesel, OE Ref. 068130197;HL;2-N17-503-4;yes;1
103239;Winkelschlauch, Unterdruckschlauch, 3,5mm, Golf &Co, T3, OE Ref. 034133784L;HL;R24-089-01;yes;2
103240;Druckfeder für Lenksäule unten, Golf 2, Polo und T3, OE Ref. 823419667;HL;R24-084-03;yes;5
103241;Gelenkstück, Scheinwerfereinstellung, Passat 32b, Scirocco 53b, OE. Ref. 533941133;HL;;no;0
103242;Klammer, Haltefeder für Heckklappendämpfer, Golf 2 & Co,T3 und T4, OE Ref. 443823397;HL;2-O5-602-2;yes;3
103243;Zylinderschraube (M12x1,5x20)  für Schwungrad T3 1,9-2,1L Benziner OE Ref. N90226801;HL;2-O3-705-3;yes;1
103244;Distanzschraube für Zahnriemen und Zahnriemenschutz Golf &Co und T3 OE Ref. 068109136A;HL;2-O3-705-4;yes;2
103245;Zahnriemenschutz, Abdeckung Zahnriemen Oben Golf &Co, T3 Diesel / Turbodiesel OE Ref. 068109123G;HL;2-L3-102;yes;1
103246;Bügel zur Aufnahme der Einspritzpumpe Golf &Co T3 Diesel OE Ref. 068130173A;HL;2-N17-501-6;yes;1
103247;Reduzierstück für Unterdruckanlage Golf &CO und T3 OE Ref. 025129638;HL;2-N17-205-4;yes;1
103249;Federunterlage, Polyurethan, 3 mm, hinten, unten T3 OE Ref. 251511139;HL;2-K2-601;yes;4
103251;Sicherungsbügel für Lenksäule T3 OE Ref. 251419545;HL;;no;0
103252;Sprengring für Lenksäule T3 OE Ref. N90126001;HL;2-O5-602-6;yes;2
103253;Abreissschraube für Mantelrohr bzw. Lenksäule T3 und T4, OE Ref. 211415549B;HL;2-O3-705-5;yes;5
103254;Klammer bzw. Schelle für Lenkung T3 OE Ref. 291415539;HL;2-O5-602-4;yes;2
103255;Unterlegscheibe 9X32X4mm für Lenkgetriebe T3 OE Ref. N90075301;HL;2-O3-704-5;yes;5
103256;Druckstange, Einsteller Trommelbremse hinten links, T3, OE Ref. 281609801B;HL;2-N7-402-5;yes;0
103257;Druckstange, Einsteller, Trommelbremse hinten rechts, T3, OE Ref. 281609802B;HL;2-N7-402-4;yes;2
103258;Clip für Zierleiste bis Bj. 07/89 Golf 2 &Co und Trittstufenverkleidung T4 OE Ref. 701853585;HL;2-N15-603-4;yes;105
103259;Tülle für Zierleistenclip bis Bj. 07/89 Golf 2 &Co und T4 , OE Ref. 357853586D;HL;2-N15-603-5;yes;60
103260;Spurstange Rechts oder Links T3  OE Ref. 251419803;HL;3-B2-406;yes;2
103261;Sechskantschraube, M8x60mm für Lenkgetriebe,T3, OE Ref. N0103609;HL;2-O3-704-6;yes;14
103262;Sechskantschraube M8x42mm, für Klemmschelle vom Lenkrohr, T3, OE Ref. N0103533;HL;;no;0
103263;Sechskantschraube, M8x40mm, für Kreuzgelenk der Lenkung, T3, OE Ref. N0102706;HL;2-O3-703-5;yes;17
103264;Knickstrebe für Lenksäule, T3, OE Ref. 251419601;HL;R24-085-04;no;0
103265;Dichtkappe für Lenksäule T3  OE Ref. 251419769;HL;;no;0
103266;Aufnahme für Dichtkappe der Lenksäule T3  OE Ref. 251419779;HL;;no;0
103267;Stehbolzen, Stiftschraube M10X28 Abgaskrümmer, Golf 1 &Co, OE Ref. N0445203;HL;2-M3-301-2;yes;22
103268;Mutter für Starterzug und Choke bzw. Kaltstartbeschleuniger, OE Ref. 861711509A;HL;;no;0
103269;Klammer für Starterzug und Choke bzw. Kaltstartbeschleuniger, OE Ref. 1H0711558;HL;2-O5-602-3;yes;2
103270;Sicherungsklammer für Spannbügel der Reserveradmulde T3 OE Ref. 251801921;HL;R24-086-01;yes;11
103271;Gummiventil, Stopfen 10,2mm T3 OE Ref. 111801177;HL;R24-086-02;yes;29
103272;Kugelzapfen für Heckklappendämpfer Golf 2 &Co, T3 und T4, OE Ref. 191827439;HL;2-O5-602-1;yes;3
103273;Zylinderschraube mit Innensechskantkopf M8x16 OE Ref. N01473911;HL;2-O3-703-6;yes;7
